accidentDate,accidentTime,accidentDay,settlementType,settlement,district,streetType,streetName,houseNumber,locationComments,accidentType,mainAccidentCause,totalParticipantsAmount,injuryStatusParticipant1,injuryStatusParticipant2,injuryStatusParticipant3,injuryStatusParticipant4,injuryStatusParticipant5,injuryStatusParticipant6,injuryStatusParticipant7,injuryStatusParticipant8,injuryStatusParticipant9,injuryStatusParticipant10,injuryStatusParticipant11,latitude,longitude
2022-07-18,0:43:00,понеділок,місто,Львів,Галицький,вулиця,Театральна,22,null,наїзд на пішохода - стояв на проїздній частині,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.843829,24.028403
2022-08-24,21:06:00,середа,місто,Львів,Франківський,вулиця,Городоцька,166,null,наїзд на інші види перешкод,порушення правил маневрування,1,легко травмований,null,null,null,null,null,null,null,null,null,null,49.831519,23.973284
2022-09-05,12:15:00,понеділок,місто,Львів,Франківський,вулиця,Володимира Великого,61,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.810805,23.9959
2022-08-27,22:25:00,субота,місто,Львів,Залізничний,вулиця,Ярослава Мудрого,1,null,зіткнення бокове,"порушення правил маневрування, порушення правил проїзду перехресть",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.840141,24.011918
2022-09-11,15:26:00,неділя,місто,Львів,Франківський,вулиця,Володимира Великого,59в,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.808011,24.000245
2022-08-02,20:57:00,вівторок,місто,Львів,Франківський,вулиця,Героїв Майдану,null,вул. Героїв Майдану - вул. Карпинця І.,"наїзд на дорожний знак, бордюрний камінь","недодержання дистанції, перевищення безпечної швидкості, керування транспортним засобом у нетверезому стані",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.828453,24.018747
2022-08-08,20:04:00,понеділок,місто,Львів,Сихівський,вулиця,Чукаріна В.,22,null,наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.799678,24.043928
2022-08-09,8:40:00,вівторок,місто,Львів,Сихівський,вулиця,Стрийська,202б,null,наїзд на пішохода - на регульованому пішохідному переході,невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.797881,24.01695
2022-08-21,9:47:00,неділя,місто,Винники,Личаківський,вулиця,Галицька,60,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,помер у лікарні протягом 30 діб,null,null,null,null,null,null,null,null,null,49.817693,24.149355
2022-09-01,13:57:00,четвер,місто,Львів,Личаківський,вулиця,Шімзерів,10,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,49.834747,24.052044
