accidentDate,accidentTime,accidentDay,settlementType,settlement,district,streetType,streetName,houseNumber,locationComments,accidentType,mainAccidentCause,totalParticipantsAmount,injuryStatusParticipant1,injuryStatusParticipant2,injuryStatusParticipant3,injuryStatusParticipant4,injuryStatusParticipant5,injuryStatusParticipant6,injuryStatusParticipant7,injuryStatusParticipant8,injuryStatusParticipant9,injuryStatusParticipant10,injuryStatusParticipant11,injuryStatusParticipant12,injuryStatusParticipant13,injuryStatusParticipant14,injuryStatusParticipant15,injuryStatusParticipant16,injuryStatusParticipant17,injuryStatusParticipant18,injuryStatusParticipant19,injuryStatusParticipant20,latitude,longitude
2019-10-16,23:45:00,середа,місто,Львів,Франківський,вулиця,Стрийська, 86Б,null,зіткнення бокове,порушення правил маневрування,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.818306,24.020158
2019-10-16,9:20:00,середа,місто,Львів,Личаківський,вулиця,Личаківська,187,null,наїзд на пішохода - пішохід рухався у попутному напрямку,"порушення правил проїзду пішохідних переходів, порушення правил маневрування",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.835965,24.069934
2019-10-16,0:09:00,середа,місто,Львів,Шевченківський,вулиця,Промислова,52,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.86114,24.043751
2019-09-13,20:10:00,п'ятниця,місто,Львів,Залізничний,вулиця,Левандівська,9,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.844922,23.985037
2019-09-17,10:30:00,вівторок,місто,Львів,Сихівський,вулиця,Зелена,253,null,зіткнення лобове,"порушення правил маневрування, порушення правил проїзду перехресть",2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.803694,24.063975
2019-09-19,12:15:00,четвер,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",61,null,падіння пасажира,"невиконання вимог сигналів регулювання, порушення правил маневрування",3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.79617,24.054222
2019-09-22,16:27:00,неділя,місто,Львів,Сихівський,вулиця,Стрийська,null,Перехрестя вул. Стрийська - вул. Мікльоша К.,зіткнення лобове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.783758,24.014161
2019-09-16,9:01:00,понеділок,місто,Львів,Сихівський,вулиця,Стрийська,179,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,перевищення безпечної швидкості,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.777468,24.014171
2019-10-14,13:30:00,понеділок,місто,Львів,Галицький,проспект,"Чорновола В., просп.",12,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,3,легко травмований,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.847036,24.025667
2019-09-28,22:45:00,субота,місто,Львів,Франківський,вулиця,Кульпарківська,96,null,зіткнення лобове,порушення правил проїзду перехресть,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.822902,23.98905
2019-09-15,15:01:00,неділя,місто,Львів,Залізничний,вулиця,Широка,null,null,наїзд на пішохода - на нерегульованому пішохідному переході,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.842245,23.97234
2019-09-15,15:33:00,неділя,місто,Львів,Галицький,проспект,"Свободи, просп.",5,null,падіння пасажира,порушення правил маневрування,3,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.840259,24.028092
2019-09-13,18:10:00,п'ятниця,місто,Львів,Галицький,вулиця,Волоська,1,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.828986,24.033312
2019-10-10,15:10:00,четвер,місто,Львів,Залізничний,вулиця,Бортнянського Д.,40,null,зіткнення лобове,порушення правил маневрування,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.845448,24.00009
2019-10-09,13:30:00,середа,місто,Львів,Сихівський,вулиця,Навроцького В.,23,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.813307,24.050884
2019-10-09,9:01:00,середа,місто,Львів,Шевченківський,вулиця,"Мазепи І., гетьм.",36,null,"наїзд на опори (леп, телефонних та телеграфних ліній, рекламоносіїв, щогли антен моб. зв'язку, тощо)","перевищення безпечної швидкості, недодержання дистанції",1,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.872754,24.044894
2019-09-16,16:31:00,понеділок,місто,Львів,Галицький,проспект,"Свободи, просп.",19,null,зіткнення з задньою частиною тз,недодержання дистанції,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.84166,24.027062
2019-10-16,14:24:00,середа,місто,Львів,Сихівський,вулиця,Хуторівка, 4Б,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.799881,24.026871
2019-10-23,20:45:00,середа,місто,Львів,Залізничний,вулиця,Любінська,101,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.821068,23.970097
2019-11-09,13:40:00,субота,місто,Львів,Личаківський,вулиця,Пасічна,57,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.828046,24.071549
2019-11-14,16:29:00,четвер,місто,Львів,Сихівський,вулиця,Рядова,5,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.804217,24.047302
2019-10-23,21:15:00,середа,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",36,null,зіткнення лобове,"перевищення безпечної швидкості, недодержання дистанції, керування транспортним засобом у нетверезому стані",5,легко травмований,без ушкоджень,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.799402,23.047587
2019-11-06,20:32:00,середа,місто,Львів,Галицький,проспект,"Чорновола В., просп.",7,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.846247,24.025399
2019-11-08,16:10:00,п'ятниця,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.", 35А,null,зіткнення бокове,порушення правил маневрування,3,легко травмований,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.800298,24.047281
2019-11-22,14:20:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Шевченка Т.,360,null,зіткнення лобове,"перевищення безпечної швидкості, недодержання дистанції",2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.86883,23.953532
2019-10-30,15:30:00,середа,місто,Львів,Сихівський,вулиця,Кавалерідзе І.,null,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.792474,24.065992
2019-11-13,16:02:00,середа,місто,Львів,Шевченківський,вулиця,Панча П., 8А,null,зіткнення лобове,порушення правил маневрування,3,без ушкоджень,легко травмований,без ушкоджень,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.861496,24.016076
2019-10-31,7:01:00,четвер,місто,Львів,Галицький,вулиця,Городоцька,94,null,зіткнення лобове,"недодержання дистанції, перевищення безпечної швидкості",4,без ушкоджень,легко травмований,без ушкоджень,без ушкоджень,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.837681,24.005615
2019-11-23,15:19:00,субота,місто,Львів,Личаківський,вулиця,Хмельницького Б.,null,Перехрестя вул. Хмельницького Б. - вул. Творча,зіткнення бокове,"порушення правил маневрування, недодержання дистанції",2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.868332,24.056045
2019-10-20,15:40:00,неділя,місто,Львів,Шевченківський,вулиця,Шевченка Т.,428,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.866864,24.050567
2019-11-21,11:25:00,четвер,місто,Львів,Галицький,вулиця,Коперника М.,42,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.834952,24.020872
2019-10-19,11:20:00,субота,місто,Львів,Шевченківський,вулиця,Миколайчука І.,2Б,null,перекидання тз,порушення правил маневрування,1,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.859138,24.043343
2019-11-21,6:10:00,четвер,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",79,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,помер у лікарні протягом 30 діб,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.795169,24.056277
2019-10-27,14:01:00,неділя,місто,Львів,Франківський,вулиця,Княгині Ольги,null,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.823564,24.007566
2019-11-10,16:15:00,неділя,місто,Львів,Сихівський,вулиця,Зелена,null,Перехрестя вул. Зелена - вул. Навроцького В.,зіткнення бокове,невиконання вимог сигналів регулювання,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.809133,24.061174
2019-11-24,15:40:00,неділя,місто,Львів,Сихівський,вулиця,Скорини Ф.,40,null,зіткнення бокове,порушення правил маневрування,4,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.798662,24.024749
2019-11-02,22:26:00,субота,місто,Львів,Франківський,вулиця,Стрийська,null,Перехрестя вул. Стрийська - вул. Володимира Великого,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.808205,24.019074
2019-11-21,18:53:00,четвер,місто,Львів,Франківський,вулиця,Стрийська,null,Перехрестя вул. Стрийська - вул. Наукова,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.801807,24.017916
2019-11-03,22:10:00,неділя,місто,Львів,Сихівський,вулиця,Сихівська,7,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.794021,24.063343
2019-11-03,19:38:00,неділя,місто,Львів,Личаківський,вулиця,Богданівська,157,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.849447,24.082729
2019-11-25,9:50:00,понеділок,місто,Львів,Франківський,вулиця,Наукова, 49А,null,зіткнення бокове,"перевищення безпечної швидкості, недодержання дистанції",3,легко травмований,без ушкоджень,без ушкоджень,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.804729,23.98942
2019-11-04,9:01:00,понеділок,місто,Львів,Сихівський,вулиця,Стрийська,35,null,зіткнення бокове,"керування транспортним засобом у нетверезому стані, перевищення безпечної швидкості, недодержання дистанції",3,без ушкоджень,легко травмований,без ушкоджень,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.816015,24.019922
2019-11-16,18:55:00,субота,місто,Львів,Личаківський,вулиця,Пасічна,144,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перевищення безпечної швидкості,2,без ушкоджень,помер на місці дтп,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.812058,24.079059
2019-10-20,11:01:00,неділя,місто,Львів,Сихівський,вулиця,Сихівська,10,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.796523,24.065015
2019-11-20,18:20:00,середа,місто,Львів,Личаківський,вулиця,Садова,null,Перехрестя вул. Садова - вул. Кульпарківська,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил проїзду перехресть,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.82147,23.988455
2019-10-22,7:10:00,вівторок,місто,Львів,Личаківський,вулиця,Личаківська,99,null,зіткнення лобове,порушення правил маневрування,4,без ушкоджень,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.839079,24.05279
2019-11-14,19:21:00,четвер,місто,Львів,Франківський,вулиця,Володимира Великого,16,null,зіткнення лобове,недодержання дистанції,4,легко травмований,без ушкоджень,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.810075,24.004376
2019-11-14,20:03:00,четвер,місто,Львів,Шевченківський,вулиця,Липинського В.,3,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.855469,24.017041
2019-10-23,9:01:00,середа,місто,Львів,Сихівський,вулиця,Хуторівка,4Б,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.799823,24.026515
2019-10-30,8:50:00,середа,місто,Львів,Галицький,вулиця,Князя Романа,36,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.836761,24.033612
2019-11-17,0:40:00,неділя,місто,Львів,Франківський,вулиця,Наукова,7,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,помер у лікарні протягом 30 діб,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.803029,24.005712
2019-10-24,8:29:00,четвер,місто,Львів,Галицький,вулиця,Волоська,1,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.828533,24.033832
2019-11-15,16:30:00,п'ятниця,місто,Львів,Галицький,вулиця,Франка І.,null,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.832938,24.033902
2019-10-29,16:40:00,вівторок,місто,Львів,Франківський,вулиця,Янева В.,null,Перехрестя вул. Янева В. - вул. Володимира Великого,зіткнення лобове,порушення правил маневрування,4,без ушкоджень,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.808995,24.011757
2019-11-23,10:44:00,субота,місто,Львів,Галицький,вулиця,Коперника М.,16,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.832825,24.018502
2019-10-21,14:12:00,понеділок,місто,Львів,Галицький,вулиця,Огієнка І.,null,Перехрестя вул. Огієнка І. - вул. Щепкіна М.,зіткнення лобове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.840951,24.019139
2019-11-15,19:10:00,п'ятниця,місто,Львів,Залізничний,вулиця,Виговського І.,4,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.830087,23.968182
2019-11-20,10:01:00,середа,місто,Львів,Шевченківський,вулиця,Інструментальна,21,null,падіння пасажира,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.868245,24.028717
2019-10-28,15:21:00,понеділок,місто,Львів,Сихівський,вулиця,Луганська,10,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,3,без ушкоджень,без ушкоджень,помер на місці дтп,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.808049,24.050735
2019-11-01,21:17:00,п'ятниця,місто,Львів,Франківський,вулиця,Володимира Великого,32,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,легко травмований,без ушкоджень,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.810878,23.995514
2019-10-25,11:15:00,п'ятниця,місто,Львів,Личаківський,вулиця,Ярошинської Є.,null,Перехрестя вул. Ярошинської Є. - вул. Пасічна,зіткнення лобове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.822702,24.075079
2019-11-03,18:34:00,неділя,місто,Львів,Шевченківський,вулиця,Замарстинівська,34,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.850811,24.027219
2019-11-04,20:20:00,понеділок,місто,Львів,Галицький,вулиця,Зелена,78,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.825872,24.045387
2019-11-13,16:57:00,середа,місто,Львів,Сихівський,вулиця,Гориня М., 17А,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.787471,24.052548
2019-11-14,13:05:00,четвер,місто,Львів,Галицький,вулиця,Волоська,null,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.829215,24.03299
2019-11-13,9:55:00,середа,місто,Львів,Шевченківський,вулиця,Шевська,313,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.867952,23.952631
2019-10-18,9:30:00,п'ятниця,місто,Львів,Личаківський,вулиця,Пекарська,7,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.837906,24.037437
2019-11-06,17:56:00,середа,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",57,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.797652,24.051835
2019-11-13,15:40:00,середа,місто,Львів,Франківський,вулиця,Кульпарківська, 230А,null,зіткнення бокове,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.804027,23.980977
2019-11-12,20:06:00,вівторок,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",95,null,зіткнення бокове,порушення правил маневрування,3,легко травмований,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.863505,24.017825
2019-11-14,20:01:00,четвер,місто,Львів,Личаківський,вулиця,Богданівська,200,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,помер на місці дтп,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.848202,24.084338
2019-10-25,11:01:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Шевченка Т.,null,Поворот На Рясне,зіткнення лобове,порушення правил маневрування,3,без ушкоджень,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.859978,23.970728
2019-10-25,15:20:00,п'ятниця,місто,Львів,Шевченківський,вулиця,Замарстинівська,27,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.852598,24.027749
2019-10-25,14:50:00,п'ятниця,місто,Львів,Галицький,вулиця,Замарстинівська,18,null,наїзд на пішохода - пішохід рухався у попутному напрямку,пішоходи невиконання вимог сигналів регулювання,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.849234,24.027816
2019-10-30,11:20:00,середа,місто,Львів,Шевченківський,вулиця,Шевченка Т.,105,null,наїзд на пішохода - пішохід рухався у попутному напрямку,недодержання дистанції,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.849651,23.994951
2019-10-30,22:08:00,середа,місто,Львів,Шевченківський,вулиця,Хмельницького Б.,188,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.863056,24.051572
2019-11-09,20:45:00,субота,місто,Львів,Личаківський,вулиця,Пасічна,51,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.828043,24.07522
2019-11-08,20:50:00,п'ятниця,місто,Львів,Сихівський,вулиця,Хуторівка, 4Б,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.801045,24.042838
2019-10-21,23:30:00,понеділок,місто,Львів,Сихівський,проспект,"Червоної Калини, просп.",null,"Перехрестя Червоної Калини, просп. - вул. Хуторівка",наїзд на інші види перешкод,"перевищення безпечної швидкості, керування транспортним засобом у нетверезому стані",1,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.802435,24.046781
2019-11-01,16:15:00,п'ятниця,місто,Львів,Сихівський,вулиця,Драгана М.,24,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.784739,24.054408
2019-10-23,17:30:00,середа,місто,Львів,Личаківський,вулиця,Пасічна,null,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.820653,24.075766
2019-11-02,11:41:00,субота,місто,Львів,Залізничний,вулиця,Кульпарківська, 226А,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.804681,23.981121
2019-11-02,18:39:00,субота,місто,Львів,Галицький,проспект,"Свободи, просп.",18,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,тяжко травмований,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.842279,24.027754
2019-10-21,18:01:00,понеділок,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",null,null,падіння пасажира,порушення правил перевезення пасажирів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.858654,24.020426
2019-11-16,14:05:00,субота,місто,Львів,Шевченківський,вулиця,Замарстинівська,301,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.8703,24.02056
2019-11-12,13:46:00,вівторок,місто,Львів,Личаківський,площа,"Митна, пл.",null,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,тяжко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.839339,24.036326
2019-11-18,7:58:00,понеділок,місто,Львів,Франківський,площа,"Кропивницького М., пл.",8,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.836446,24.004279
2019-11-04,17:40:00,понеділок,місто,Львів,Шевченківський,вулиця,Шевченка Т.,317,null,наїзд на велосипедиста - велосипедист рухався у попутному напрямку,порушення правил маневрування,2,без ушкоджень,помер на місці дтп,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.871455,23.938485
2019-11-18,6:18:00,понеділок,місто,Львів,Галицький,вулиця,Бандери С.,96,null,наїзд на пішохода - пішохід рухався у попутному напрямку,перехід у невстановленому місці,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.836006,24.004585
2019-10-21,13:40:00,понеділок,місто,Львів,Франківський,вулиця,Наукова,44,null,наїзд на пішохода - пішохід рухався у попутному напрямку,порушення правил проїзду пішохідних переходів,2,без ушкоджень,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.805089,23.995841
2019-11-23,22:30:00,субота,місто,Львів,Залізничний,вулиця,Сяйво,15,null,наїзд на інші види перешкод,перевищення безпечної швидкості,2,легко травмований,легко травмований,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.836533,23.976867
2019-10-21,9:15:00,понеділок,місто,Львів,Шевченківський,проспект,"Чорновола В., просп.",57,null,зіткнення лобове,порушення правил маневрування,20,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,без ушкоджень,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,легко травмований,49.855967,24.021923
